ICT폴리텍대학,멀티미디어통신학과
ICT폴리텍대학,모바일통신학과
ICT폴리텍대학,스마트통신학과
ICT폴리텍대학,정보통신학과
가야대학교 보건대학원(김해),간호학과
가야대학교 보건대학원(김해),간호학전공
가야대학교 보건대학원(김해),방사선학
가야대학교 보건대학원(김해),언어병리학과
가야대학교 보건대학원(김해),언어병리학전공
가야대학교 보건대학원(김해),작업치료학전공
가야대학교 일반대학원(김해),보석디자인공학전공
가야대학교 항만물류대학원,물류학전공
가야대학교 행정대학원(김해),사회복지상담학과
가야대학교 행정대학원(김해),일반행정학과
가야대학교 행정대학원(김해),행정학전공
가야대학교(고령),자율전공학부
가야대학교(김해),간호학과
가야대학교(김해),경찰행정학과
